,marketSegment,name,slug,ticker,totalSupply
1934,Blockchain Network,Mina,mina,MINA,824104972
1935,,EnterCoin,entercoin,ENTRC,6000000
1936,DeFi,Deflect,deflect,DEFLCT,0
1937,Trading,Metaverse Index,metaverse-index,MVI,39602.22521405
1938,Mining,Bitcoin Standard Hashrate Token,bitcoin-standard-hashrate-token,BTCST,15000000
1939,,Venus ETH,venus-eth,vETH,2033994
1940,Trading,Step Finance,step-finance,STEP,4000000
1941,Ethereum,FM Gallery,fm-gallery,FMG,0
1942,Decentralized Exchange,Ellipsis,ellipsis,EPS,723701571.7997887
1943,Exchange,KuCoin Token,kucoin-shares,KCS,145879861
1944,Jobs,Hyve,hyve,HYVE,99207917.48398775
1945,Decentralized Exchange,0x,0x,ZRX,1000000000
1946,Gaming,Dawn Protocol,dawn-protocol,DAWN,76588156.82742885
1947,Gaming,Axie Infinity,axie-infinity,AXS,270000000
1948,,Uniswap [on Polygon],p-uniswap,UNI,1000000000
1949,Smart Contracts,Moonbeam,moonbeam,GLMR,1043615307
1950,Investments,A2DAO,a2dao,ATD,17124457
1951,Financial,Impossible Finance,impossible-finance,IF,15551000
1952,Blockchain Network,LINK,link,LN,6345959
1953,Gaming,CryptoBlades,cryptoblades,SKILL,1000000
1954,DeFi,OctoFi,octofi,OCTO,800000
1955,DeFi,Jade Protocol,jade-protocol,JADE,0
1956,Gaming,BitGuild PLAT,bitguild-plat,PLAT,9096679264
1957,DeFi,Tellor,tellor,TRB,2406596
1958,Media,Livepeer,livepeer,LPT,25866593.82796716
1959,Ethereum,Celer,celer-network,CELR,10000000000
1960,Interoperability,Wanchain,wanchain,WAN,192701891.18846744
1961,Interoperability,Anyswap,anyswap,ANY,100000000
1962,Gaming,Polyient Games Governance Token,polyient-games-governance-token,PGT,20000
1963,DeFi,Azuki,azuki,AZUKI,11310689.72647731
1964,,Soverain,soverain,SOVE,8248170.48351179
1965,,MX Token,mx-token,MX,450000000
1966,Decentralized Exchange,DDEX,ddex,DDEX,
1967,DeFi,Keydonix,keydonix,KDN,
1968,DeFi,dForce,dforce,DF,
1969,,Wrapped Basic CryptoKitties,wrapped-cryptokitties,WCK,65610
1970,Protocol,Hedera,hedera-hashgraph,HBAR,50000000000
1971,Cloud Computing,Sparkle,sparkle,SPRKL,70000000
1972,Financial,Haven Protocol,haven-protocol,XHV,28716100
1973,Platform,ECC,eccoin,ECC,24999999999.98308
1974,Cryptocurrency,Zenon,zenon,ZNN,7102886.41835725
1975,Gaming,eBoost,eboostcoin,EBST,99990001.568832
1976,Blockchain Network,Klaytn,klaytn,KLAY,10951236199.164906
1977,Protocol,Phantasma Protocol,phantasma,SOUL,105220281
1978,Platform,Commercium,commercium,CMM,44297171.854904
1979,Cryptocurrency,0xBitcoin,0xbtc,0xBTC,9706750
1980,Financial,DigixDAO,digixdao,DGD,73873.60665602
1981,Financial,ZelCash,zelcash,ZEL,86939300
1982,Ethereum,Throne,throne,THN,1974198687
1983,Blockchain Network,Nexus,nexus,NXS,74084647.299735
1984,Cryptocurrency,Vertcoin,vertcoin,VTC,65482110
1985,Cryptocurrency,Stellite,stellite,XTL,8302966967
1986,Sports,ESBC,esbc,ESBC,31123570
1987,Cryptocurrency,Ravencoin,ravencoin,RVN,11898466033.812908
1988,Financial,TokenPocket,tokenpocket,TPT,3466457400
1989,Cryptocurrency,Dogecoin,dogecoin,DOGE,132670764299.89409
1990,Network,Rocket Pool,rocket-pool,RPL,17922514.606585
1991,Cryptocurrency,Pigeoncoin,pigeoncoin,PGN,7514364865
1992,Gaming,NeoWorld Cash,neoworld-cash,NASH,100000000000
1993,Cryptocurrency,SUQA,suqa,SUQA,637719772.761245
1994,,Internet of Energy Network,internet-of-energy-network,IOEN,1000000000
1995,Privacy,Pirate Chain,pirate-chain,ARRR,192088450.13091
1996,Blockchain Network,Semux,semux,SEM,18432369
1997,Privacy,Grin,grin,GRIN,98212860
1998,Cryptocurrency,Vipstar Coin,vipstar-coin,VIPS,63499128193.01
1999,Cloud Computing,SONM,bnb-sonm,SNM,44400000
2000,Cloud Storage,Siacoin,siacoin,SC,52545412991
2001,Ethereum,StarLink,star-link,STARL,10000000000000
2002,Cryptocurrency,ABBC Coin,abbc-coin,ABBC,1500000000
2003,Platform,Stakeborg DAO,stakeborg-dao,STANDARD,20000000
2004,,NFTify,nftify,N1,200000000
2005,DeFi,Poolz Finance,poolz-finance,POOLZ,4992280
2006,Cryptocurrency,Absolute,absolute,ABS,13454447.9413708
2007,Financial,Holyheld,holyheld,HOLY,100000000
2008,DeFi,Value Liquidity,value-defi-protocol,VALUE,0
2009,Financial,Jarvis Network,jarvis-network,JRT,225861521.29
2010,Real Estate,ACRE,acre,ACRE,4516668.74720128
2011,Financial,Thore Cash,thore-cash,TCH,111111111
2012,Cryptocurrency,InflationCoin,inflationcoin,IFLT,44790092020.0795
2013,Blockchain Network,Giant,giant-coin,GIC,19696084.7378533
2014,Other,smARTOFGIVING,smartofgiving,AOG,2003485057.90082
2015,DeFi,Doki Doki Finance,doki-doki-finance,DOKI,49999.95339766
2016,Gaming,My DeFi Pet,my-defi-pet,DPET,100000000
2017,,Cyclone Protocol,cyclone-protocol,CYC,26282.01228713
2018,Blockchain Service,Omnitude,omnitude,ECOM,74413301.337384
2019,Cryptocurrency,XDNA,xdna,XDNA,8822013.56576023
2020,Ethereum,BitCoin One,bitcoin-one,BTCONE,13757704.8560313
2021,Cloud Computing,GridCoin,gridcoin,GRC,448859790.8817
2022,Cryptocurrency,EVOS,evos,EVOS,10606778.39712606
2023,DeFi,Basis Gold Share,basis-gold-share,BSGS,0
2024,Stablecoin,sUSD,susd,SUSD,48164960.69449081
2025,Cryptocurrency,Dimecoin,dimecoin,DIME,555998059584
2026,Other,Naka Bodhi Token,naka-bodhi-token,NBOT,100000000
2027,Privacy,NavCoin,nav-coin,NAV,74877417.11019523
2028,Cryptocurrency,Shard,shard,SHARD,77160176.76
2029,Cryptocurrency,VerusCoin,veruscoin,VRSC,71468040.80542012
2030,Trading,MidasProtocol,midasprotocol,MAS,270540521.4758478
2031,Cryptocurrency,Labh Coin,labh-coin,LABH,13458518714.6272
2032,Insurance,SafeInsure,safeinsure,SINS,23305828.96
2033,Financial,Crypto.com,crypto-com,MCO,31587682.363206
2034,Other,SmartCash,smartcash,SMART,2014903576.72334
2035,Verification,Bridge Protocol,bridge-protocol,IAM,450000000
2036,Gaming,Mist,mist,MIST,1000000000
2037,,Kommunitas,kommunitas,KOM,2000000000
2038,,MASQ,masq,MASQ,37500000
2039,Interoperability,Ren,ren,REN,999999632.80375
2040,Ontology,Ontology Gas,ontology-gas,ONG,1000000000
2041,Social,Parachute,parachute,PAR,999628334.0000002
2042,E-Commerce,Cazcoin,cazcoin,CAZ,48540693.0894982
2043,Financial,Cashaa,cashaa,CAS,1000000000
2044,Decentralized Exchange,BridgeCoin,bridgecoin,BCO,27000000
2045,Entertainment,CMITCOIN,cmitcoin,CMIT,50000000000
2046,Cryptocurrency,eXPerience Chain,experience-chain,XPC,113215461333
2047,Platform,CyberFi Token,cyberfi,CFi,2400000
2048,Gambling,Edgeless,edgeless,EDG,132046997
2049,Platform,ProxyNode,proxynode,PRX,193799785.94433168
2050,Privacy,Verge,verge,XVG,16514170425.323189
2051,Cloud Storage,Shift,shift,SHIFT,0
2052,Decentralized Exchange,DODO,dodo,DODO,1000000000
2053,Gaming,The Abyss,the-abyss,ABYSS,508628132.04107
2054,Blockchain Service,Hydrogen,hydrogen,HYDRO,11111111111
2055,DeFi,Ribbon Finance,ribbon-finance,RBN,1000000000
2056,Media,SingularDTV,singulardtv,SNGLS,1000000000
2057,Prediction Market,Handy,handy,HANDY,10000000000
2058,,ClinTex CTi,clintex-cti,CTI,181311840
2059,Blockchain Service,REI Network,rei-network,REI,1000000000
2060,,Opal,opal,OPAL,15156364.330655
2061,Platform,Skycoin,skycoin,SKY,25000000
2062,Decentralized Exchange,IDEX,idex,IDEX,1000000000
2063,Privacy,bitcoin2network,bitcoin2network,B2N,1326415282
2064,Blockchain Network,Metaverse ETP,metaverse,ETP,82972860.75734164
2065,Infrastructure,MarcoPolo Protocol,marcopolo-protocol,MAP,10000000000
2066,Infrastructure,Aion,aion,AION,501505081
2067,Cryptocurrency,ImageCoin,imagecoin,IMG,13308974.3412064
2068,Platform,Aragon,aragon,ANT,45094973
2069,Smart Contracts,NEO,neo,NEO,100000000
2070,Gaming,SENATE DAO,sidus-heroes,SENATE,299995171.3053124
2071,Adult,SpankChain,spankchain,SPANK,1000000000
2072,Other,Mercury,mercury,MER,100000000
2073,Financial,YIELD App,yield-app,YLD,300000000
2074,Adult,AdultChain,adultchain,XXX,54917265.9898441
2075,Ethereum,Blockburn,blockburn,BURN,1977738957.6
2076,Cryptocurrency,GINcoin,gincoin,GIN,8027008.285193
2077,Other,NANJCOIN,nanjcoin,NANJ,30000000000
2078,Financial,Merebel,merebel,MERI,6195344.246828
2079,Platform,Project Pai,project-pai,PAI,1820857849
2080,Decentralized Exchange,Kira Network,kira-network,KEX,300000000
2081,Ethereum,Dora Factory,dora-factory,DORA,10000000
2082,Smart Contracts,Harmony,harmony,ONE,13679814878.447866
2083,Gaming,FantasyGold,fantasygold,FGC,177609675
2084,Gaming,GameCredits,gamecredits,GAME,200000000
2085,Decentralized Exchange,Bonfida,bonfida,FIDA,998729963.595
2086,Prediction Market,Delphy,delphy,DPY,100000000
2087,Smart Contracts,Ubiq,ubiq,UBQ,42609099.353966
2088,Privacy,PIVX,pivx,PIVX,70500260.97885388
2089,Decentralized Exchange,win.win,win-win,TWINS,4819635323.7067
2090,,Polychain Monsters,polkamon,PMON,9166468.0705
2091,,Venus BUSD,venus-busd,vBUSD,2694770470
2092,,O3 Swap,o3-swap,O3,61375109.23078711
2093,,Mirrored Tesla,mirrored-tesla,mTSLA,2268.314722
2094,Network,Sentivate,sentivate,SNTVT,4200000000
2095,Cryptocurrency,OPCoinX,opcoinx,OPCX,163774057.19807637
2096,Cryptocurrency,Blocknode,blocknode,BND,214926181.030019
2097,DeFi,Yeld Finance,yeld-finance,YELD,60000
2098,Masternodes,Energi,energi,NRG,58638333.39911346
2099,Cryptocurrency,Bitcoin Rhodium,bitcoin-rhodium,XRC,1316162.5
2100,VeChain,VeThor Token,vethor-token,VTHO,45630180356
2101,DeFi,Alpha Finance Lab,alpha-finance-lab,ALPHA,1000000000
2102,Smart Contracts,Edgeware,edgeware,EDG,6979170652
2103,Financial,Monolith,monolith,TKN,39406759.9283204
2104,Cryptocurrency,Bitblocks,bitblocks,BBK,273203440
2105,Blockchain Network,TOP,top,TOP,20000000000
2106,Blockchain Network,Kunci Coin,bnb-kunci-coin,KUNCI,39999999998.28341
2107,Ethereum,STK,stk,STK,500000000
2108,Other,ROIyal Coin,roiyal-coin,ROCO,2231239.45628998
2109,Stablecoin,Stably USD,stableusd,USDS,90000415135.64415
2110,,ZooKeeper,zookeeper,ZOO,285462724.7219522
2111,,Gem Exchange And Trading,gem-exchange-and-trading,GXT,500000000
2112,Prediction Market,PlotX,plotx,PlotX,200000000
2113,,Aegeus,aegeus,AEG,43280999.8597271
2114,Adult,TABOO TOKEN,taboo-token,TABOO,9782678080
2115,Cryptocurrency,Lightpaycoin,lightpaycoin,LPC,5803454.93497902
2116,Stablecoin,Digix Gold Token,digix-gold-token,DGX,58000
2117,Cryptocurrency,Electra,electra,ECA,29631448665.828377
2118,Other,Aencoin,aencoin,AEN,4000000000
2119,Gaming,Cocos-BCX,cocos-bcx,COCOS,66860636
2120,Smart Contracts,Kadena,kadena,KDA,1000000000
2121,Privacy,Horizen,zencash,ZEN,13047625
2122,Protocol,KlimaDAO,p-klima-dao,KLIMA,1697205
2123,Privacy,Zcash,zcash,ZEC,15706081.25
2124,Cryptocurrency,Bitcoin Token,bitcoin-token,BTK,14706517.63794122
2125,Platform,PegNet,pegnet,PEG,2227955499.0044
2126,Privacy,Dash,dash,DASH,11009288.22994906
2127,Platform,Origin Protocol,origin-protocol,OGN,1000000000
2128,Decentralized Exchange,Leverj Gluon,leverj-gluon,L2,842553772.1745905
2129,DeFi,Veil,veil,VEIL,
2130,,CREA,crea,CREA,21213630.839
2131,,Qwertycoin,qwertycoin,QWC,130721819192.0019
2132,Interoperability,NIX Bridge Token,nix-bridge-token,NBT,0
2133,Lending,Aave,aave,AAVE,16000000
2134,Stablecoin,TerraKRW,terra-krw,KRT,38695600935.87051
2135,Cryptocurrency,Nyzo,nyzo,NYZO,100000000
2136,DeFi,Perlin,perlin,PERL,1033200000
2137,Cryptocurrency,NewYorkCoin,newyorkcoin,NYC,143761098437.99847
2138,DeFi,DeFiZap,defizap,DFZ,
2139,Lending,88mph,88mph,MPH,485535.64526896
2140,Blockchain Service,RSS3,rss3,RSS3,1000000000
2141,Interoperability,Blocknet,blocknet,BLOCK,9095347.86531109
2142,Cryptocurrency,Ergo,ergo,ERG,59756145
2143,Data,ChainLink [on Ethereum],chainlink,LINK,1000000000
2144,E-Commerce,Shopping,shopping,SPI,1000000
2145,Cryptocurrency,Algorand,algorand,ALGO,7327926231.389058
2146,DeFi,pBTC35A,pbtc35a,pBTC35A,0
2147,Gaming,PoolTogether,pooltogether,POOL,10000000
2148,,Ondori,ondori,RSTR,43903795596.8916
2149,DeFi,UNION Protocol Governance Token,union-protocol-governance-token,UNN,1000000000
2150,Platform,Tiger King,tiger-king,TKING,710999305799.6914
2151,Infrastructure,Keep Network,keep-network,KEEP,999848780.8
2152,Blockchain Service,Cartesi,cartesi,CTSI,1000000000
2153,DeFi,Badger DAO,badger-dao,BADGER,21000000
2154,DeFi,YFFII Finance,yffii-finance,YFFII,21000000
2155,Entertainment,Verasity,verasity,VRA,110356466695
2156,DeFi,Mirror Protocol,mirror-protocol,MIR,370575000
2157,Cloud Storage,Arweave,arweave,AR,63190435
2158,Lending,Compound,compound,COMP,10000000
2159,Blockchain Service,NuCypher,nucypher,NU,1380688920.6442547
2160,Ethereum,Monavale,monavale,MONA,10894.82
2161,Financial,Celo,celo,CELO,1000000000
2162,DeFi,DMM: Governance,dmm-governance,DMG,249511024.98987937
2163,Marketing,BitTube,bit-tube,TUBE,359277706.16831
2164,Supply,Ambrosus,amber,AMB,769873000
2165,Decentralized Exchange,Balancer,balancer,BAL,53553055.85969371
2166,Ethereum,Vectorspace,vectorspace-ai,VXV,50000000
2167,Lending,bZx Protocol,bzx,BZRX,1030000000
2168,DeFi,Serum,serum,SRM,1092844982
2169,Financial,TrustSwap,trustswap,SWAP,99995164.26708125
2170,Lending,DFI.Money,yearn-finance-ii,YFII,39375
2171,Lending,Meta,meta,MTA,100000000
2172,Interoperability,NerveNetwork,nervenetwork,NVT,1122857486.3837585
2173,Protocol,Meter,meter,MTRG,40000000
2174,Verification,Ontology,ontology,ONT,1000000000
2175,Ethereum,Wilder World,wilder-world,WILD,500000000
2176,Gaming,Gameswap,gameswap,GSWAP,20000000
2177,Protocol,FIO Protocol,fio-protocol,FIO,824213974.3702319
2178,DeFi,Datamine,datamine,DAM,16876778.9
2179,DeFi,Meridian Network,meridian-network,LOCK,10947704.54242852
2180,Financial,Proton,proton,XPR,13924323322.046299
2181,Platform,Cream Finance,cream-finance,CREAM,2925000
2182,Gaming,The Sandbox,the-sandbox,SAND,3000000000
2183,Stablecoin,Dynamic Set Dollar,dynamic-set-dollar,DSD,35331663
2184,Interoperability,Bitgear,bitgear,GEAR,91000000
2185,Platform,Hakka.Finance,hakka-finance,HAKKA,635982513
2186,Protocol,GET Protocol,get-protocol,GET,23368773.4
2187,Lending,PROXI,proxi,CREDIT,100000000
2188,Interoperability,Kusama,kusama,KSM,9651217.45126206
2189,Prediction Market,Open Predict Token,open-predict-token,OPT,9900000
2190,Decentralized Exchange,UniLayer,unilayer,LAYER,40000000
2191,Gaming,Mancium,mancium,MANC,100000000
2192,Platform,Rubic,rubic,RBC,124000000
2193,,Gravity Finance,gravity-finance,GFI,1199999974
2194,,Oddz,oddz,ODDZ,100000000
2195,Cloud Computing,Secret,secret,SCRT,190165060
2196,Gaming,Vidya,vidya,VIDYA,50000000
2197,Lending,yffi finance,yffi-finance,YFFI,0
2198,Platform,Cirus Foundation,cirus-foundation,CIRUS,250000000
2199,Gaming,Chain Games,chain-games,CHAIN,0
2200,Platform,Fuse Network,fuse-network,FUSE,314655930.553138
2201,Lending,SushiSwap [on Ethereum],sushi,SUSHI,244542058.52552503
2202,Ethereum,Tokamak Network,tokamak-network,TON,50000000
2203,Binance,Galaxy Heroes Coin,galaxy-heroes-coin,GHC,1000000000000000
2204,DeFi,Pearl,pearl,PEARL,35000
2205,DeFi,Boosted Finance,boosted-finance,BOOST,99118.16852074
2206,Decentralized Exchange,SalmonSwap,salmonswap,SAL,1000000
2207,NFT,RMRK,rmrk,RMRK,10000000
2208,DeFi,Perpetual Protocol,perpetual-protocol,PERP,150000000
2209,Decentralized Exchange,Unitrade,unitrade,TRADE,50000000
2210,Platform,Golff,golff,GOF,9999337.73
2211,DeFi,Pickle Finance,pickle-finance,PICKLE,1912382.81269924
2212,DeFi,PowerPool,powerpool,CVP,100000000
2213,Ethereum,Spheroid Universe,spheroid-universe,SPH,2126912048.2764337
2214,Gaming,Aavegotchi,aavegotchi-ghst-token,GHST,46860475.58289631
2215,Protocol,The Graph,the-graph,GRT,10000000000
2216,DeFi,Zoracles,zoracles,ZORA,10000
2217,Platform,Bella Protocol,bella-protocol,BEL,100000000
2218,DeFi,Flamingo,flamingo,FLM,312284062
2219,Trading,dHedge DAO,dhedge-dao,DHT,100000000
2220,Energy,Energy Web Token,energy-web-token,EWT,48638535.4433
2221,DeFi,yieldfarming.insure,yieldfarming-insure,SAFE,80000
2222,DeFi,Dego Finance,dego-finance,DEGO,8607383
2223,,SafeCoin,safecoin,SAFE,29739166.606595
2224,Interoperability,MAP Protocol,map-protocol,MAP,10000000000
2225,Ethereum,Rarible,rarible,RARI,25000000
2226,Cloud Storage,Crust,crust,CRU,20000000
2227,Cryptocurrency,Sapphire,sapphire,SAPP,924196658.9
2228,,Mirrored Alibaba,mirrored-alibaba,mBABA,11468.139395
2229,DeFi,PieDAO DOUGH v2,piedao-dough-v2,DOUGH,87161996.46257955
2230,DeFi,SmartKey,smartkey,SKEY,1000000000
2231,Financial,XDEFI Wallet,xdefi-wallet,XDEFI,240000000
2232,Insurance,Lossless,lossless,LSS,100000000
2233,Ethereum,Multiverse,multiverse,AI,0
2234,Smart Contracts,Shiden Network,shiden-network,SDN,71394391.64402872
2235,Cryptocurrency,Songbird,songbird,SGB,16089041095.890411
2236,Protocol,Beyond Protocol,beyond-protocol,BP,500000000
2237,Decentralized Exchange,BabySwap,babyswap,BABY,1000000000
2238,Gambling,Decentral Games [new],decentral-games-new,DG,255215897.6886553
2239,Gaming,EPIK Prime,epik-prime,EPIK,2000000000
2240,,Rimbit,rimbit,RBT,401578117.818245
2241,,Arianee,arianee-protocol,ARIA20,200000000
2242,Decentralized Exchange,OpenOcean,openocean,OOE,1000000000
2243,Ethereum,Merit Circle,merit-circle,MC,1000000000
2244,Platform,Alitas,alitas,ALT,1000000000
2245,Ethereum,Neos Credits,neos-credits,NCR,50000000
2246,Ethereum,Unifty,unifty,NIF,5000000
2247,Platform,Impossible Decentralized Incubator Access,impossible-decentralized-incubator-access,IDIA,1000000000
2248,Blockchain Service,RChain,rchain,REV,870663574
2249,DeFi,Sovryn,sovryn,SOV,100000000
2250,Binance,Dvision Network,dvision-network,DVI,1000000000
2251,Cloud Storage,Swarm,ethereum-swarm,BZZ,63351708.66319105
2252,Interoperability,SifChain,sifchain,erowan,2995058318.3429217
2253,Cryptocurrency,XeniosCoin,xenioscoin,XNC,100413374
2254,Platform,Radix,radix-protocol,XRD,12123620561.38
2255,Entertainment,DeHub,dehub,DEHUB,3787894323.5856
2256,Cryptocurrency,Darma Cash,darma-cash,DMCH,218252912
2257,AI,PlatON,platon,LAT,10250000000
2258,Social,Samoyedcoin,samoyedcoin,SAMO,4746913623
2259,Lending,Spell Token,spell-token,SPELL,103214939480
2260,Social,RichQUACK.com,richquack-com,QUACK,46775855335611000
2261,Decentralized Exchange,DeversiFi,deversifi,DVF,100000000
2262,Blockchain Network,Saito,saito,SAITO,3000000000
2263,Cryptocurrency,BitBall,bitball,BTB,999999999
2264,Gambling,Lotto,lotto,LOTTO,2000000000
2265,Binance,CryptoPlanes,cryptoplanes,CPAN,100000000
2266,Gaming,Defina Finance,defina-finance,FINA,61397652
2267,Platform,Gemma Extending Tech,gemma-extending-tech,GXT,500000000
2268,Infrastructure,Deeper Network,deeper-network,DPR,10000000000
2269,Marketing,Bloomzed Loyalty Club Ticket,bloomzed-token,BLCT,100000000
2270,Gaming,StarTerra,starterra,STT,75866975.705684
2271,Social,Pitbull,pitbull,PIT,100000000000000000
2272,Media,Numbers Protocol,numbers-protocol,NUM,244104655
2273,Binance,Alpha Quark Token,alpha-quark-token,AQT,30000000
2274,Gaming,DeFi Land,defi-land,DFL,10000000000
2275,,BEPRO Network,bepro-network,BEPRO,10000000000
2276,,DOGGY,doggy,DOGGY,4038098653.7075
2277,Cryptocurrency,Epic Cash,epic-cash,EPIC,15313656
2278,DeFi,Ooki Protocol,ooki-protocol,OOKI,4141055730
2279,Decentralized Exchange,SpookySwap,spookyswap,BOO,9390930.32215674
2280,Cardano,World Mobile Token,world-mobile-token,WMT,2000000000
2281,Financial,Velo,velo,VELO,23999998827
2282,Platform,Acala Token,acala,ACA,1000000000
2283,Decentralized Exchange,Osmosis,osmosis,OSMO,325000000
2284,Data,BitTorrent,bittorrent,BTTOLD,990000000000
2285,Decentralized Exchange,JOE,a-joe,JOE,420304079
2286,,STARSHIP,starship,STARSHIP,20000000
2287,AI,Alethea Artificial Liquid Intelligence Token,alethea-artificial-liquid-intelligence-token,ALI,10000000000
2288,Ethereum,Polygon [on Ethereum],matic-network,MATIC,10000000000
2289,Financial,UnFederalReserve,unfederalreserve,eRSDL,454278599.6636339
2290,Gaming,Somnium Space Cubes,somnium-space-cubes,CUBE,100000000
2291,DeFi,PERI Finance,p-peri-finance,PERI,13615440.46392014
2292,Ethereum,Highstreet,highstreet,HIGH,100000000
2293,Lending,YAM V2,yam-v2,YAMV2,0
2294,Social,Bone ShibaSwap,bone-shibaswap,BONE,229932535.91921937
2295,Interoperability,Astar,astar,ASTR,7000000000
2296,Ethereum,XCAD Network,xcad-network,XCAD,198845587.34866735
2297,,Venus DOT,venus-dot,vDOT,16649243
2298,,Zano,zano,ZANO,13463690.33
2299,,Aston Villa Fan Token,aston-villa-fan-token,AVL,10000000
2300,,Mirrored iShares Silver Trust,mirrored-ishares-silver-trust,mSLV,112225.172198
2301,,Mirrored Twitter,mirrored-twitter,mTWTR,15150.538728
2302,,BASIC,basic,BASIC,8326258166.69
2303,,Mirrored United States Oil Fund,mirrored-united-states-oil-fund,mUSO,17737.287563
2304,,Wrapped Velas,wrapped-velas,WVLX,2279175680.382793
2305,Gaming,Victoria VR,victoria-vr,VR,16800000000
2306,DeFi,DinoSwap,dinoswap,DINO,160454123.30081597
2307,Gambling,Decentral Games ICE,p-decentral-games-ice,ICE,418868708
2308,Gaming,NFT Worlds,nft-worlds,WRLD,651090664.5600001
2309,Cryptocurrency,Conceal,conceal,CCX,26241891
2310,Financial,Retreeb,retreeb,TREEB,1000000000
2311,Blockchain Service,Threshold,threshold,T,10000000000
2312,Gaming,Crabada,a-crabada,CRA,1000000000
2313,,Benqi,a-benqi,QI,7200000000
2314,,MEVerse,meverse,MEV,2000000000
2315,DeFi,DeFi Yield Protocol,defi-yield-protocol,DYP,30000000
2316,DeFi,Quartz,sandclock,QUARTZ,100000000
2317,Decentralized Exchange,Position Exchange,position-exchange,POSI,91800000
2318,Social,Alpine F1 Team Fan Token,alpine-f1-team-fan-token,ALPINE,40000000
2319,Cryptocurrency,Florin,florin,XFL,136913.65426127
2320,Financial,Cronos,crypto-com-coin,CRO,30263013692
2321,Financial,Counos X,counos-x,CCXX,18402729.795
2322,Gaming,Thetan Arena,thetan-arena,THG,420000000
2323,,Adappter Token,adappter-token,ADP,4954376143
2324,Gaming,SHILL Token,project-seed,SHILL,1000000000
2325,Entertainment,Wrapped TRON,wrapped-tron,WTRX,101676078190.20642
2326,Ethereum,Mines of Dalarnia (ERC20),mines-of-dalarnia,DAR,800000000
2327,Entertainment,BitTorrent (new),bittorrent-new,BTT,990000000000000
2328,Binance,MetaPets,metapets,METAPETS,98696588852226820
2329,Sports,S.S. Lazio Fan Token,lazio-fan-token,LAZIO,40000000
2330,Media,MContent,mcontent,MCONTENT,10000000000000000
2331,Insurance,Etherisc,etherisc,DIP,1000000000
2332,Platform,ALYATTES,alyattes,ALYA,199239868.64176336
2333,Decentralized Exchange,DeGate,degate,DG,1000000000
2334,Lending,Goldfinch,goldfinch-protocol,GFI,114285714
2335,DeFi,ETHA Lend,etha-lend,ETHA,30000000
2336,Privacy,NYM,nym,NYM,1000000000
2337,Gaming,Revolve Games,revolve-games,RPG,95000000
2338,Stablecoin,Binance USD [on BNB],bnb-binance-usd,BUSD,22886897227.109257
2339,Social,1eco,1eco,1ECO,500000000
2340,,Wrapped Cardano,wrapped-cardano,WADA,34277702081.605
2341,Financial,HI,hi-dollar,HI,9833337402
2342,Smart Contracts,Cardano,cardano,ADA,35157347935.91
2343,Gaming,GuildFi,guildfi,GF,1000000000
2344,Interoperability,EverRise,everrise,RISE,71618033988
2345,Interoperability,Ispolink,ispolink,ISP,10000000000
2346,Blockchain Network,Hydra,hydra,HYDRA,21468037.73792092
2347,Interoperability,Aurora,aurora-near,AURORA,1000000000
2348,Blockchain Network,Toncoin,toncoin,TON,5047558528
2349,Binance,Polkacity,polkacity,POLC,0
2350,Gaming,GensoKishi Metaverse,gensokishis-metaverse,MV,2000000000
2351,Gaming,Voxies,p-voxies,VOXEL,300000000
2352,DeFi,Formation Fi,formation-fi,FORM,1000000000
2353,DeFi,Vader Protocol,vader-protocol,VADER,25000000000
2354,Gaming,League of Kingdoms Arena,league-of-kingdoms,LOKA,157817308
2355,Ethereum,ApeCoin,apecoin-ape,APE,1000000000
2356,Platform,ThunderCore,thundercore,TT,10004851906
2357,Blockchain Network,Fruits,fruits-eco,FRTS,40000000000
2358,Blockchain Service,Chain,chain,XCN,53470523779
2359,Entertainment,TRON,tron,TRX,92181224644.8891
2360,Gaming,Genopets,genopets,GENE,100000000
2361,Exchange,ApolloX,apollox,APX,4012999583.7484465
2362,Interoperability,Stargate Finance [on Ethereum],stargate-finance,STG,1000000000
2363,Entertainment,Theta Network,theta,THETA,1000000000
2364,Social,Floki Inu,floki-inu,FLOKI,10000000000000
2365,Financial,Zigcoin,zigcoin,ZIG,2000000000
2366,Metaverse,MAGIC,magic-token,MAGIC,339645510
2367,Other,WETH [on Optimism],o-weth,WETH,1153916.966737
2368,Exchange,BNB,binance-coin,BNB,159979963.59042934
2369,Gaming,Ronin,ronin,RON,1000000000
2370,Blockchain Service,Aventus,aventus,AVT,10000000
2371,Stablecoin,USDD,usdd,USDD,725332035.869928
2372,Gaming,MARBLEX,marblex,MBX,999991824.03
2373,Other,WETH [ERC20],weth,WETH,1153916.966737
2374,DeFi,MANTRA,mantra-dao,OM,888888888
2375,Masternodes,PAC Protocol,paccoin,PAC,16023129469.79202
2376,Blockchain Network,Bitgert,bnb-bitrise-token,BRISE,1000000000000000
2377,Stablecoin,Dai [on Polygon],p-multi-collateral-dai,DAI,5891784182.94563
2378,Platform,RAI Finance,rai-finance-sofi,SOFI,1000000000
2379,Stablecoin,mStable USD,mstable-usd,MUSD,41085970.46059056
2380,Gaming,Green Satoshi Token [on Solana],green-satoshi-token,GST,562041436.1636432
2381,Stablecoin,TerraUSD,terrausd,USTC,10254324365.51106
